longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,income_cat
-120.9,37.81,27.0,4213.0,750.0,21.42,746.0,3.7031,173300.0,INLAND,3.0
-121.78,37.66,25.0,1947.0,418.0,9.0,354.0,3.8523,193000.0,INLAND,3.0
-117.84,33.82,24.0,10281.0,1689.0,49.26,1629.0,4.7946,251200.0,<1H OCEAN,4.0
-118.41,33.99,39.0,3014.0,822.0,32.12,777.0,1.1985,215000.0,<1H OCEAN,1.0
-118.22,34.1,35.0,4003.0,788.0,27.85,764.0,4.1213,252100.0,<1H OCEAN,3.0
-119.9,36.2,43.0,187.0,38.0,1.06,40.0,1.875,137500.0,INLAND,2.0
-122.43,37.77,52.0,3944.0,1072.0,19.13,973.0,2.9567,425000.0,NEAR BAY,2.0
-122.62,38.54,24.0,2409.0,464.0,10.06,403.0,4.5167,265200.0,<1H OCEAN,4.0
-121.48,38.58,48.0,2434.0,744.0,12.81,662.0,1.6277,140600.0,INLAND,2.0
-118.01,33.95,35.0,1755.0,322.0,7.74,290.0,5.0861,296700.0,<1H OCEAN,4.0
-116.84,32.92,20.0,1066.0,219.0,5.36,173.0,3.1607,119300.0,<1H OCEAN,3.0
-121.45,38.57,52.0,3994.0,635.0,12.95,625.0,5.1169,232500.0,INLAND,4.0
-118.26,34.08,45.0,2225.0,827.0,26.99,792.0,1.9209,179200.0,<1H OCEAN,2.0
-121.49,39.52,25.0,848.0,153.0,4.36,155.0,3.9028,93800.0,INLAND,3.0
-119.04,35.37,44.0,1618.0,310.0,6.67,300.0,2.875,82700.0,INLAND,2.0
-122.17,37.72,42.0,3008.0,659.0,18.17,664.0,3.3710000000000004,165000.0,NEAR BAY,3.0
-121.04,38.95,22.0,1931.0,445.0,10.09,407.0,2.75,153200.0,INLAND,2.0
-122.29,37.87,52.0,2225.0,460.0,11.45,430.0,2.6165,150000.0,NEAR BAY,2.0
-117.75,34.08,33.0,2824.0,523.0,17.97,493.0,3.6359,135100.0,INLAND,3.0
-120.32,37.29,9.0,695.0,188.0,8.1,190.0,1.6172,56300.0,INLAND,2.0
-117.96,34.04,34.0,1381.0,265.0,10.2,268.0,4.025,146900.0,<1H OCEAN,3.0
-118.29,34.16,35.0,1257.0,318.0,7.64,319.0,3.2083,238000.0,<1H OCEAN,3.0
-122.25,37.86,52.0,1587.0,444.0,8.78,449.0,1.7652,336800.0,NEAR BAY,2.0
-117.23,33.94,7.0,13195.0,2696.0,67.63,2437.0,3.5851,142000.0,INLAND,3.0
-117.46,33.93,19.0,4780.0,861.0,30.43,766.0,3.7431,132800.0,INLAND,3.0
-119.1,36.19,17.0,1564.0,396.0,7.13,362.0,1.6186,77100.0,INLAND,2.0
-118.61,34.25,16.0,8295.0,1506.0,39.03,1451.0,5.5111,276600.0,<1H OCEAN,4.0
-117.84,34.0,26.0,797.0,117.0,3.83,114.0,6.8758,253800.0,<1H OCEAN,5.0
-119.02,35.36,48.0,1833.0,396.0,9.47,363.0,2.2827,70000.0,INLAND,2.0
-122.07,37.59,15.0,3475.0,686.0,25.68,653.0,4.6211,151400.0,NEAR BAY,4.0
-119.71,34.43,48.0,2408.0,536.0,10.05,497.0,3.5213,458600.0,<1H OCEAN,3.0
-116.57,34.0,20.0,260.0,67.0,0.69,50.0,3.5208,76600.0,INLAND,3.0
-121.25,38.64,21.0,2764.0,363.0,9.02,360.0,5.6864,258700.0,INLAND,4.0
-122.01,37.35,33.0,2517.0,496.0,11.58,443.0,5.0785,289500.0,<1H OCEAN,4.0
-124.17,40.76,26.0,1776.0,361.0,9.92,380.0,2.8056,82800.0,NEAR OCEAN,2.0
-122.7,38.45,47.0,904.0,154.0,3.1,144.0,3.9766,190600.0,<1H OCEAN,3.0
-118.14,34.71,32.0,1164.0,248.0,5.88,270.0,1.1917,86900.0,INLAND,1.0
-122.22,37.79,52.0,3424.0,690.0,22.73,685.0,3.9048,164700.0,NEAR BAY,3.0
-118.27,33.94,34.0,721.0,165.0,6.61,171.0,2.0789,92400.0,<1H OCEAN,2.0
-118.27,34.0,40.0,2099.0,599.0,23.11,529.0,1.8519999999999999,101500.0,<1H OCEAN,2.0
-120.25,38.04,22.0,4173.0,763.0,10.86,444.0,2.5562,136200.0,INLAND,2.0
-121.45,38.53,38.0,1746.0,388.0,11.42,315.0,1.7714,69900.0,INLAND,2.0
-121.45,38.48,24.0,1766.0,340.0,10.28,372.0,3.5402,98700.0,INLAND,3.0
-117.36,33.98,33.0,2070.0,469.0,18.51,467.0,2.4667,80700.0,INLAND,2.0
-122.0,37.06,20.0,2403.0,376.0,11.49,369.0,6.0621,304400.0,NEAR OCEAN,5.0
-119.25,35.78,35.0,1927.0,386.0,13.71,414.0,2.2981,69900.0,INLAND,2.0
-117.06,33.14,27.0,3819.0,674.0,24.47,717.0,3.8185,137200.0,<1H OCEAN,3.0
-117.88,34.11,30.0,3082.0,602.0,20.08,619.0,4.1411,182700.0,<1H OCEAN,3.0
-118.62,34.19,35.0,1934.0,307.0,9.05,315.0,5.5101,267400.0,<1H OCEAN,4.0
-118.63,34.19,32.0,3568.0,591.0,17.41,563.0,5.1529,259600.0,<1H OCEAN,4.0
-118.27,34.0,48.0,1869.0,461.0,18.34,441.0,1.7052,107400.0,<1H OCEAN,2.0
-118.46,34.14,34.0,5264.0,771.0,17.38,753.0,8.8115,500001.0,<1H OCEAN,5.0
-122.01,38.44,12.0,2344.0,354.0,10.35,321.0,4.9773,281200.0,INLAND,4.0
-117.44,33.94,32.0,2349.0,452.0,14.79,425.0,3.9118,114100.0,INLAND,3.0
-122.47,37.76,49.0,2842.0,670.0,13.96,648.0,3.2679,345700.0,NEAR BAY,3.0
-117.98,33.75,24.0,3865.0,802.0,26.7,772.0,3.8158,180000.0,<1H OCEAN,3.0
-122.25,37.87,52.0,609.0,236.0,13.49,250.0,1.1696,500001.0,NEAR BAY,1.0
-118.1,33.97,20.0,1878.0,548.0,14.61,516.0,2.9821,142500.0,<1H OCEAN,2.0
-119.8,36.71,29.0,1541.0,291.0,10.07,313.0,2.0043,53500.0,INLAND,2.0
-118.55,34.18,32.0,3011.0,529.0,12.87,525.0,5.0605,311000.0,<1H OCEAN,4.0
-119.75,36.77,32.0,1962.0,399.0,10.05,392.0,2.6726,70400.0,INLAND,2.0
-118.4,34.04,43.0,3863.0,537.0,13.98,511.0,8.5938,500001.0,<1H OCEAN,5.0
-118.27,34.06,17.0,2124.0,1168.0,39.15,1137.0,1.1346,137500.0,<1H OCEAN,1.0
-121.98,37.29,33.0,2120.0,349.0,9.07,336.0,7.5443,283000.0,<1H OCEAN,5.0
-118.97,35.37,52.0,425.0,119.0,3.8,97.0,1.4125,42500.0,INLAND,1.0
-121.73,36.86,28.0,827.0,178.0,7.03,144.0,4.4271,175700.0,<1H OCEAN,3.0
-117.22,34.11,26.0,2972.0,,19.72,532.0,2.0388,80400.0,INLAND,2.0
-121.52,38.51,23.0,6876.0,1456.0,29.42,1386.0,3.0963,156900.0,INLAND,3.0
-119.77,36.86,7.0,4139.0,544.0,18.43,562.0,8.2737,193500.0,INLAND,5.0
-118.72,34.29,22.0,3266.0,529.0,15.95,494.0,6.0368,248000.0,<1H OCEAN,5.0
-120.91,37.66,36.0,1320.0,255.0,7.2,232.0,2.6523,76300.0,INLAND,2.0
-120.69,35.65,14.0,3487.0,889.0,23.52,796.0,1.6303,144900.0,<1H OCEAN,2.0
-117.17,32.63,26.0,1617.0,279.0,27.45,250.0,3.5357,67500.0,NEAR OCEAN,3.0
-118.26,33.99,30.0,1702.0,443.0,19.66,442.0,1.5521,97500.0,<1H OCEAN,2.0
-117.06,33.02,24.0,830.0,190.0,2.79,196.0,1.9176,121100.0,<1H OCEAN,2.0
-121.93,37.76,5.0,2255.0,269.0,8.76,258.0,10.3345,461400.0,<1H OCEAN,5.0
-118.19,33.79,30.0,3107.0,994.0,35.43,850.0,1.9387,141700.0,NEAR OCEAN,2.0
-118.45,34.27,33.0,1194.0,229.0,8.39,230.0,3.705,185800.0,<1H OCEAN,3.0
-121.96,37.26,22.0,1408.0,351.0,6.36,294.0,1.8542,333300.0,<1H OCEAN,2.0
-118.29,33.95,39.0,1701.0,428.0,14.68,411.0,1.9702,93200.0,<1H OCEAN,2.0
-118.41,34.03,33.0,1730.0,386.0,9.94,363.0,3.7277,500001.0,<1H OCEAN,3.0
-119.31,36.33,46.0,1636.0,338.0,7.72,332.0,2.425,84900.0,INLAND,2.0
-119.85,36.77,9.0,1142.0,314.0,6.2,283.0,2.0446,81300.0,INLAND,2.0
-122.01,38.36,28.0,1967.0,315.0,7.34,291.0,4.9583,146200.0,INLAND,4.0
-122.67,38.31,28.0,1915.0,419.0,9.3,342.0,3.7875,292700.0,<1H OCEAN,3.0
-121.94,36.99,11.0,4571.0,924.0,20.04,847.0,4.2898,221700.0,NEAR OCEAN,3.0
-119.32,36.3,14.0,1680.0,343.0,9.31,350.0,2.7336,89200.0,INLAND,2.0
-117.56,34.42,6.0,4264.0,749.0,20.05,666.0,3.4695,138800.0,INLAND,3.0
-117.28,33.1,13.0,2644.0,422.0,11.97,399.0,6.5338,267900.0,NEAR OCEAN,5.0
-120.62,37.36,15.0,3455.0,729.0,20.14,659.0,3.2656,83500.0,INLAND,3.0
-117.92,34.07,36.0,1057.0,207.0,6.58,207.0,4.7708,191700.0,<1H OCEAN,4.0
-118.43,34.17,32.0,3202.0,696.0,15.73,621.0,3.4449,292900.0,<1H OCEAN,3.0
-118.42,34.26,26.0,1788.0,521.0,25.82,484.0,2.1062,136400.0,<1H OCEAN,2.0
-117.89,33.9,23.0,1533.0,226.0,6.93,230.0,7.898,258200.0,<1H OCEAN,5.0
-118.16,33.91,28.0,2922.0,739.0,30.13,673.0,2.9531,127100.0,<1H OCEAN,2.0
-118.4,34.21,30.0,2453.0,544.0,17.53,506.0,2.9803,191500.0,<1H OCEAN,2.0
-117.75,33.64,9.0,2499.0,492.0,11.11,542.0,5.5342,182300.0,<1H OCEAN,4.0
-118.32,33.77,37.0,627.0,95.0,2.59,106.0,6.8870000000000005,500001.0,<1H OCEAN,5.0
-119.89,34.44,25.0,3160.0,507.0,15.14,523.0,5.0767,271200.0,NEAR OCEAN,4.0
-121.23,40.29,21.0,3229.0,667.0,15.01,582.0,2.1524,77100.0,INLAND,2.0
-121.81,37.3,14.0,1870.0,348.0,12.14,347.0,4.9769,186500.0,<1H OCEAN,4.0
-118.09,34.63,31.0,1537.0,416.0,12.39,397.0,1.9722,99200.0,INLAND,2.0
-122.23,37.77,52.0,769.0,206.0,6.12,183.0,2.57,72000.0,NEAR BAY,2.0
-118.11,33.77,15.0,9103.0,1847.0,33.33,1712.0,5.1508,367300.0,NEAR OCEAN,4.0
-122.13,38.02,52.0,2378.0,508.0,9.4,451.0,2.9583,166000.0,NEAR BAY,2.0
-117.01,32.66,11.0,9992.0,1368.0,44.95,1316.0,6.9664,293900.0,NEAR OCEAN,5.0
-118.25,33.89,35.0,1582.0,391.0,19.57,404.0,2.4537,91500.0,<1H OCEAN,2.0
-121.84,37.28,18.0,2749.0,633.0,17.79,561.0,3.925,166100.0,<1H OCEAN,3.0
-118.19,34.05,42.0,1291.0,345.0,15.35,332.0,1.9083,119200.0,<1H OCEAN,2.0
-121.48,38.58,52.0,2501.0,757.0,10.81,708.0,1.5872,157500.0,INLAND,2.0
-119.69,36.81,13.0,1524.0,366.0,9.94,370.0,2.5446,93800.0,INLAND,2.0
-118.17,34.14,45.0,2257.0,285.0,7.59,305.0,11.7894,500001.0,<1H OCEAN,5.0
-121.93,37.24,26.0,2574.0,414.0,10.96,428.0,6.0738,335900.0,<1H OCEAN,5.0
-121.15,38.21,18.0,4176.0,700.0,21.64,699.0,4.0365,174200.0,INLAND,3.0
-118.01,33.92,35.0,1606.0,289.0,8.29,273.0,5.273,187600.0,<1H OCEAN,4.0
-118.19,33.78,21.0,2741.0,1029.0,29.24,969.0,1.3274,218800.0,NEAR OCEAN,1.0
-122.11,37.99,16.0,3913.0,710.0,17.82,676.0,5.1297,206700.0,NEAR BAY,4.0
-120.42,34.95,33.0,3404.0,711.0,15.79,639.0,3.1078,146700.0,<1H OCEAN,3.0
-117.68,33.6,24.0,1956.0,262.0,9.69,256.0,6.8154,265900.0,<1H OCEAN,5.0
-122.26,38.28,24.0,2831.0,502.0,14.62,503.0,4.5,158300.0,NEAR BAY,3.0
-117.05,32.95,17.0,4814.0,1091.0,30.13,1078.0,3.2369,167800.0,<1H OCEAN,3.0
-121.28,38.13,32.0,3366.0,676.0,19.16,697.0,2.5401,125400.0,INLAND,2.0
-118.44,34.03,41.0,1164.0,265.0,5.61,251.0,4.2411,350900.0,<1H OCEAN,3.0
-118.32,34.62,31.0,1398.0,273.0,8.84,299.0,4.8409,264900.0,INLAND,4.0
-117.25,32.8,31.0,2182.0,630.0,10.69,599.0,2.9781,212500.0,NEAR OCEAN,2.0
-122.28,37.53,25.0,3710.0,1015.0,20.68,958.0,3.5445,286700.0,NEAR OCEAN,3.0
-121.04,39.19,17.0,856.0,167.0,5.18,170.0,3.5859,144300.0,INLAND,3.0
-118.22,34.14,50.0,3657.0,708.0,17.25,644.0,5.5456,258100.0,<1H OCEAN,4.0
-122.31,37.56,36.0,1727.0,340.0,9.52,337.0,4.7917,316000.0,NEAR OCEAN,4.0
-117.4,33.97,41.0,1707.0,276.0,6.6,269.0,3.8618,134800.0,INLAND,3.0
-118.29,33.96,39.0,1340.0,409.0,14.63,367.0,1.5294,111400.0,<1H OCEAN,2.0
-121.49,38.57,38.0,2410.0,967.0,10.91,829.0,1.2209,87900.0,INLAND,1.0
-119.06,34.35,34.0,2426.0,646.0,21.16,631.0,2.0682,158300.0,<1H OCEAN,2.0
-122.04,37.97,26.0,2470.0,626.0,11.74,573.0,2.9861,160900.0,NEAR BAY,2.0
-122.43,37.73,52.0,3602.0,738.0,22.7,647.0,3.8934,251800.0,NEAR BAY,3.0
-118.13,33.87,45.0,1606.0,300.0,7.35,295.0,4.6765,198400.0,<1H OCEAN,4.0
-121.95,37.35,42.0,1421.0,330.0,6.59,303.0,3.3333,237900.0,<1H OCEAN,3.0
-122.04,37.53,34.0,2316.0,478.0,15.24,467.0,3.7364,190400.0,NEAR BAY,3.0
-118.56,34.19,35.0,782.0,144.0,4.25,140.0,5.4548,201400.0,<1H OCEAN,4.0
-117.03,33.12,25.0,3142.0,446.0,12.86,419.0,5.4663,248300.0,<1H OCEAN,4.0
-118.14,34.17,52.0,2667.0,486.0,16.81,504.0,4.0524,173100.0,<1H OCEAN,3.0
-118.45,34.14,33.0,1741.0,274.0,5.88,267.0,7.9625,490800.0,<1H OCEAN,5.0
-117.91,33.83,37.0,1039.0,260.0,7.19,243.0,3.0288,161400.0,<1H OCEAN,3.0
-118.38,34.2,32.0,993.0,285.0,10.44,248.0,2.4306,187500.0,<1H OCEAN,2.0
-118.43,34.0,30.0,2148.0,597.0,13.41,559.0,3.3995,324000.0,<1H OCEAN,3.0
-119.01,35.34,44.0,1730.0,343.0,7.82,278.0,3.0208,63700.0,INLAND,3.0
-117.88,34.14,23.0,2308.0,322.0,10.01,317.0,7.5112,355500.0,INLAND,5.0
-122.2,37.79,49.0,882.0,195.0,7.37,210.0,2.6667,122000.0,NEAR BAY,2.0
-118.18,34.1,8.0,1116.0,267.0,4.35,235.0,4.9231,230900.0,<1H OCEAN,4.0
-122.46,37.71,44.0,364.0,102.0,3.39,98.0,2.483,214300.0,NEAR OCEAN,2.0
-121.75,37.3,23.0,1801.0,415.0,5.48,393.0,2.5052,133700.0,<1H OCEAN,2.0
-118.09,33.97,39.0,1473.0,297.0,11.08,294.0,4.1389,166000.0,<1H OCEAN,3.0
-121.27,38.61,17.0,6663.0,1369.0,28.4,1299.0,2.9452,115600.0,INLAND,2.0
-118.18,34.05,41.0,389.0,102.0,4.55,107.0,2.7031,109200.0,<1H OCEAN,2.0
-121.98,37.32,17.0,9789.0,2552.0,47.48,2206.0,4.2531,279800.0,<1H OCEAN,3.0
-117.21,34.11,26.0,1757.0,304.0,9.05,281.0,3.4103,90900.0,INLAND,3.0
-118.03,34.14,44.0,1446.0,250.0,7.21,243.0,4.7308,352200.0,INLAND,4.0
-118.04,33.84,21.0,6623.0,1204.0,31.93,1129.0,4.5395,256000.0,<1H OCEAN,4.0
-118.42,34.24,35.0,1507.0,281.0,10.25,286.0,4.5833,177200.0,<1H OCEAN,4.0
-117.93,33.88,45.0,1306.0,293.0,5.85,260.0,4.0812,241700.0,<1H OCEAN,3.0
-118.34,34.08,52.0,1421.0,163.0,4.95,167.0,10.585999999999999,500001.0,<1H OCEAN,5.0
-115.48,32.68,15.0,3414.0,666.0,20.97,622.0,2.3319,91200.0,INLAND,2.0
-122.14,38.01,50.0,1760.0,341.0,7.41,316.0,4.5,178300.0,NEAR BAY,3.0
-117.95,33.95,29.0,4943.0,674.0,19.13,641.0,6.8189,379300.0,<1H OCEAN,5.0
-121.43,38.66,35.0,1814.0,367.0,10.76,372.0,2.7179,81100.0,INLAND,2.0
-117.25,34.07,21.0,3067.0,706.0,21.4,687.0,2.4432,78800.0,INLAND,2.0
-122.45,37.78,52.0,3975.0,716.0,15.15,691.0,5.0156,500001.0,NEAR BAY,4.0
-121.39,39.12,28.0,10035.0,1856.0,69.12,1818.0,2.0943,108300.0,INLAND,2.0
-118.13,34.2,46.0,1271.0,236.0,5.73,210.0,4.9312,240200.0,INLAND,4.0
-117.97,33.63,25.0,2482.0,360.0,9.6,352.0,6.1572,344000.0,NEAR OCEAN,5.0
-122.48,37.74,52.0,2453.0,508.0,10.56,453.0,3.6859,311800.0,NEAR OCEAN,3.0
-118.2,33.79,47.0,767.0,195.0,5.69,195.0,2.9514,185200.0,NEAR OCEAN,2.0
-122.28,37.79,30.0,4145.0,869.0,36.68,855.0,2.5444,275000.0,NEAR BAY,2.0
-118.21,34.08,26.0,2574.0,807.0,31.63,802.0,1.9495,173200.0,<1H OCEAN,2.0
-118.32,33.96,47.0,1297.0,292.0,7.04,264.0,3.3214,166500.0,<1H OCEAN,3.0
-120.4,37.98,19.0,2010.0,433.0,9.1,390.0,2.6696,121200.0,INLAND,2.0
-118.2,33.93,36.0,1191.0,345.0,11.93,295.0,2.5185,138800.0,<1H OCEAN,2.0
-118.34,33.79,36.0,716.0,123.0,3.88,124.0,5.0254,350000.0,<1H OCEAN,4.0
-122.13,37.67,38.0,2012.0,347.0,8.8,332.0,3.1734,181600.0,NEAR BAY,3.0
-121.53,38.5,17.0,3087.0,477.0,13.65,495.0,6.4667,216800.0,INLAND,5.0
-121.42,38.63,42.0,1385.0,273.0,7.4,274.0,2.6055,78000.0,INLAND,2.0
-118.48,34.01,31.0,1829.0,458.0,7.19,392.0,4.4,353800.0,<1H OCEAN,3.0
-119.06,34.37,32.0,3885.0,759.0,25.04,736.0,3.6453,201700.0,<1H OCEAN,3.0
-118.13,34.16,52.0,1787.0,427.0,11.07,410.0,2.5664,215000.0,<1H OCEAN,2.0
-116.39,34.15,15.0,5583.0,1149.0,27.09,964.0,1.9779,73300.0,INLAND,2.0
-117.31,34.11,52.0,851.0,190.0,7.31,190.0,1.9044,64900.0,INLAND,2.0
-117.95,34.02,19.0,1129.0,258.0,9.0,228.0,3.875,135600.0,<1H OCEAN,3.0
-118.09,34.15,52.0,670.0,141.0,2.68,110.0,3.5568,205000.0,INLAND,3.0
-117.27,34.15,35.0,1490.0,253.0,7.05,253.0,3.3616,95300.0,INLAND,3.0
-122.39,37.72,52.0,135.0,34.0,0.93,26.0,2.1484,181300.0,NEAR BAY,2.0
-122.11,38.0,9.0,3424.0,583.0,14.6,543.0,5.76,212600.0,NEAR BAY,4.0
-117.86,34.01,16.0,4632.0,,30.38,727.0,5.1762,264400.0,<1H OCEAN,4.0
-117.9,34.06,35.0,1313.0,194.0,5.99,209.0,7.5,287200.0,<1H OCEAN,5.0
-118.56,34.25,31.0,1962.0,243.0,6.97,242.0,8.565,500001.0,<1H OCEAN,5.0
-117.66,33.46,28.0,1261.0,233.0,6.09,242.0,5.1024,312700.0,<1H OCEAN,4.0
-117.87,33.89,25.0,1142.0,162.0,4.86,150.0,7.1472,270100.0,<1H OCEAN,5.0
-118.62,34.17,34.0,3268.0,538.0,14.63,519.0,6.8482,308300.0,<1H OCEAN,5.0
-117.58,33.87,17.0,2772.0,449.0,16.85,461.0,5.0464,163900.0,INLAND,4.0
-117.27,34.48,8.0,1794.0,276.0,6.9,271.0,3.662,165300.0,INLAND,3.0
-122.19,37.84,18.0,1617.0,210.0,5.33,194.0,11.6017,392600.0,NEAR BAY,5.0
-118.41,34.0,35.0,1062.0,305.0,10.26,307.0,2.7153,265500.0,<1H OCEAN,2.0
-118.61,34.17,19.0,5944.0,1345.0,23.72,1250.0,3.8819,328900.0,<1H OCEAN,3.0
-118.49,34.23,32.0,4373.0,683.0,20.4,693.0,5.2668,242300.0,<1H OCEAN,4.0
-121.83,37.38,15.0,4430.0,992.0,32.78,1018.0,4.5533,209900.0,<1H OCEAN,4.0
-117.91,33.62,32.0,1997.0,427.0,9.44,426.0,4.4063,500001.0,<1H OCEAN,3.0
-121.32,39.29,11.0,2640.0,505.0,12.57,445.0,3.5673,112000.0,INLAND,3.0
-118.44,34.05,18.0,4780.0,1192.0,18.86,1036.0,4.4674,500001.0,<1H OCEAN,3.0
-118.23,33.89,35.0,1255.0,344.0,17.82,343.0,2.1949,95100.0,<1H OCEAN,2.0
-121.03,37.66,31.0,887.0,217.0,6.14,199.0,2.1528,75500.0,INLAND,2.0
-119.67,34.38,28.0,1814.0,526.0,8.49,420.0,3.1625,364300.0,<1H OCEAN,3.0
-119.16,34.28,30.0,413.0,98.0,4.0,112.0,4.0,219200.0,NEAR OCEAN,3.0
-117.85,33.84,17.0,2830.0,502.0,13.7,459.0,5.1785,247300.0,<1H OCEAN,4.0
-119.19,34.46,39.0,2056.0,381.0,9.39,371.0,6.6257,427600.0,<1H OCEAN,5.0
-118.3,33.86,35.0,1511.0,274.0,8.53,308.0,4.9792,251300.0,<1H OCEAN,4.0
-117.11,32.82,16.0,3980.0,682.0,31.74,647.0,2.6607,175000.0,NEAR OCEAN,2.0
-120.25,37.04,21.0,1724.0,317.0,10.06,290.0,3.2868,91700.0,INLAND,3.0
-121.41,38.57,16.0,4429.0,1124.0,15.38,960.0,3.2443,190700.0,INLAND,3.0
-118.28,34.0,44.0,2636.0,725.0,21.82,651.0,1.432,124000.0,<1H OCEAN,1.0
-118.52,34.2,37.0,1795.0,346.0,10.82,354.0,4.9102,207200.0,<1H OCEAN,4.0
-119.68,36.79,16.0,1551.0,,10.1,292.0,3.5417,71300.0,INLAND,3.0
-121.5,38.53,37.0,3642.0,684.0,15.08,657.0,3.5231,114300.0,INLAND,3.0
-122.42,37.77,52.0,1086.0,349.0,5.89,361.0,2.5186,250000.0,NEAR BAY,2.0
-121.39,38.57,33.0,2648.0,357.0,8.63,359.0,8.4016,338700.0,INLAND,5.0
-122.19,37.46,34.0,5419.0,1183.0,20.02,1138.0,4.1985,500001.0,NEAR BAY,3.0
-117.11,32.75,20.0,1667.0,469.0,12.92,445.0,2.0893,101100.0,NEAR OCEAN,2.0
-119.81,36.79,35.0,2314.0,443.0,9.54,457.0,2.9506,73800.0,INLAND,2.0
-121.28,38.67,23.0,1727.0,264.0,8.33,258.0,5.4797,160000.0,INLAND,4.0
-117.32,34.02,17.0,1779.0,292.0,10.06,293.0,4.6708,123100.0,INLAND,4.0
-121.21,37.8,31.0,699.0,186.0,4.6,170.0,2.7443,94200.0,INLAND,2.0
-121.92,36.62,52.0,1001.0,191.0,4.25,184.0,3.7614,241700.0,NEAR OCEAN,3.0
-117.07,32.79,36.0,3583.0,642.0,17.11,602.0,3.9745,170800.0,NEAR OCEAN,3.0
-122.24,37.77,52.0,1711.0,386.0,8.85,373.0,3.6417,206300.0,NEAR BAY,3.0
-117.97,34.08,8.0,2027.0,480.0,17.81,447.0,3.0806,142400.0,INLAND,3.0
-118.3,33.91,34.0,1617.0,493.0,15.3,500.0,2.6182,172600.0,<1H OCEAN,2.0
-118.36,34.22,37.0,1512.0,348.0,15.45,351.0,3.7663,160300.0,<1H OCEAN,3.0
-120.43,38.25,13.0,763.0,161.0,3.11,125.0,2.4583,112500.0,INLAND,2.0
-118.21,33.79,39.0,1598.0,458.0,16.91,399.0,2.3605,141800.0,NEAR OCEAN,2.0
-118.99,35.36,31.0,1498.0,359.0,11.68,340.0,1.2232,49300.0,INLAND,1.0
-122.91,39.07,21.0,2202.0,484.0,10.0,381.0,2.4423,102300.0,INLAND,2.0
-119.66,36.3,18.0,1147.0,202.0,7.17,212.0,3.3681,70500.0,INLAND,3.0
-117.95,34.03,33.0,1453.0,326.0,16.09,319.0,3.7578,155800.0,<1H OCEAN,3.0
-122.32,40.71,18.0,2879.0,578.0,13.99,586.0,2.4036,105400.0,INLAND,2.0
-122.21,37.46,40.0,1777.0,207.0,5.77,207.0,15.0001,500001.0,NEAR OCEAN,5.0
-118.35,34.08,52.0,1003.0,200.0,5.14,204.0,3.8472,395700.0,<1H OCEAN,3.0
-121.45,38.53,34.0,1893.0,415.0,8.84,395.0,2.1679,75400.0,INLAND,2.0
-121.48,38.56,46.0,1476.0,344.0,6.88,353.0,2.7316,134700.0,INLAND,2.0
-117.9,33.73,26.0,1324.0,314.0,18.04,311.0,3.9659,178500.0,<1H OCEAN,3.0
-122.01,36.97,52.0,920.0,202.0,5.25,264.0,2.9444,232800.0,NEAR OCEAN,2.0
-115.48,32.8,21.0,1260.0,246.0,8.05,239.0,2.6172,88500.0,INLAND,2.0
-118.2,34.06,46.0,453.0,119.0,5.33,132.0,2.2961,112500.0,<1H OCEAN,2.0
-117.7,33.48,6.0,16590.0,2696.0,62.23,2357.0,6.3088,340300.0,<1H OCEAN,5.0
-117.96,34.05,36.0,1475.0,270.0,11.49,284.0,3.0904,158600.0,<1H OCEAN,3.0
-120.65,37.33,25.0,1731.0,311.0,8.1,266.0,4.1058,107600.0,INLAND,3.0
-121.85,37.41,25.0,1837.0,278.0,10.06,271.0,6.6842,265300.0,<1H OCEAN,5.0
-122.56,37.94,36.0,2023.0,242.0,6.53,241.0,10.6272,500001.0,NEAR BAY,5.0
-117.92,33.93,12.0,4415.0,890.0,15.32,854.0,3.75,166300.0,<1H OCEAN,3.0
-118.29,33.9,42.0,1273.0,309.0,12.03,348.0,4.4636,162000.0,<1H OCEAN,3.0
-122.82,38.41,32.0,701.0,182.0,4.89,168.0,2.785,169300.0,<1H OCEAN,2.0
-118.25,33.97,43.0,1735.0,535.0,22.88,524.0,1.9119,98800.0,<1H OCEAN,2.0
-122.23,37.8,52.0,2033.0,486.0,7.87,459.0,3.1603,269500.0,NEAR BAY,3.0
-119.57,36.09,6.0,2015.0,413.0,9.92,319.0,2.3889,53200.0,INLAND,2.0
-116.96,33.75,35.0,3269.0,757.0,23.28,705.0,2.5898,76300.0,INLAND,2.0
-122.22,37.8,52.0,2721.0,541.0,11.85,515.0,4.5428,239800.0,NEAR BAY,4.0
-117.37,34.1,44.0,2087.0,447.0,12.7,423.0,2.3889,86100.0,INLAND,2.0
-117.35,34.11,34.0,2104.0,388.0,15.78,365.0,3.0833,88400.0,INLAND,3.0
-119.33,36.32,16.0,3331.0,839.0,19.55,763.0,1.6148,86600.0,INLAND,2.0
-118.11,33.95,34.0,1723.0,279.0,6.17,252.0,6.7501,400000.0,<1H OCEAN,5.0
-121.87,37.42,19.0,12128.0,2112.0,68.1,2040.0,6.4419,264500.0,<1H OCEAN,5.0
-119.2,34.18,27.0,1035.0,229.0,7.82,222.0,4.2212,185400.0,NEAR OCEAN,3.0
-117.09,32.61,21.0,1945.0,430.0,13.35,419.0,3.6467,113000.0,NEAR OCEAN,3.0
